id,source,probA,probB,probC,probD,probE,answer,time,error,sources,ids,similarity,confident,add_ids
136,MEDQA,0.02545003406703472,0.005678670480847359,0.01202174462378025,0.743759036064148,0.21309053897857666,3,0.46765637397766113,False,"['PBMD', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519163626738, 468502519163864178, 468502519162412554, 468502519163758483, 468502519163458244]","[0.8071165680885315, 0.8008670806884766, 0.7932635545730591, 0.7956438660621643, 0.8222395181655884]",1,"[-1, -1, -1, -1, -1]"
137,MEDQA,0.06795935332775116,0.013381990604102612,0.02500084787607193,0.7306318879127502,0.16302601993083954,4,0.4525871276855469,False,"['STAT', 'PBMD', 'PBMD', 'PBMD', 'STAT']","[468502519162802996, 468502519163673872, 468502519163172634, 468502519163779270, 468502519162802991]","[0.8084996938705444, 0.8266409039497375, 0.8101543188095093, 0.8114938735961914, 0.806929886341095]",1,"[-1, -1, -1, -1, -1]"
138,MEDQA,0.1469152718782425,0.012059539556503296,0.7460973262786865,0.025530045852065086,0.06939786672592163,2,0.44222545623779297,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163969795, 468502519163767894, 468502519163192228, 468502519163514785, 468502519163238032]","[0.789971113204956, 0.8144816160202026, 0.7881720066070557, 0.7906861305236816, 0.794113278388977]",1,"[-1, -1, -1, -1, -1]"
139,MEDQA,0.10336799174547195,0.01585199497640133,0.6740439534187317,0.10336799174547195,0.10336799174547195,3,0.8899664878845215,False,"['PBMD', 'TEXT', 'PBMD', 'TEXT', 'PBMD']","[468502519163886707, 468502519162363449, 468502519163027717, 468502519162366911, 468502519163415702]","[0.7633481621742249, 0.7810827493667603, 0.7718416452407837, 0.7674812078475952, 0.7614268064498901]",5,"[468502519162881838, 468502519162881846, 468502519162881845, 468502519162451937, 468502519162704407, 468502519162451937, 468502519162881840, 468502519162881848, 468502519163780144, 468502519162881850, 468502519162864200, 468502519162820673, 468502519162881846, 468502519163177126, 468502519162785065, 468502519162864200, 468502519162881846, 468502519162451937, 468502519162306611, 468502519162820654, 468502519162864200, 468502519162881846, 468502519162704407, 468502519162704408, 468502519162989413]"
140,MEDQA,0.24930152297019958,0.11776170879602432,0.07142608612775803,0.5277713537216187,0.03373929113149643,3,0.9180076122283936,False,"['TEXT', 'PBMD', 'TEXT', 'TEXT', 'TEXT']","[468502519162379462, 468502519163973232, 468502519162379461, 468502519162379542, 468502519162377703]","[0.7583073377609253, 0.762177586555481, 0.762845516204834, 0.7653000354766846, 0.7563186287879944]",2,"[468502519162469442, 468502519162379461, 468502519162738448, 468502519162985741, 468502519162378946, 468502519162379461, 468502519162886972, 468502519163547171, 468502519162742309, 468502519162886973]"
141,MEDQA,0.02096725068986416,0.006807069759815931,0.7867903113365173,0.030507169663906097,0.15492820739746094,0,0.8104908466339111,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163806612, 468502519163923506, 468502519163982121, 468502519163530757, 468502519163562239]","[0.8003194332122803, 0.822712779045105, 0.806302547454834, 0.8112735748291016, 0.8058670163154602]",1,"[-1, -1, -1, -1, -1]"
142,MEDQA,0.9778389930725098,0.00399620458483696,0.002746548503637314,0.001470121438615024,0.013948123902082443,0,0.39571285247802734,False,"['PBMD', 'TEXT', 'PBMD', 'PBMD', 'TEXT']","[468502519163263080, 468502519162368727, 468502519163843661, 468502519163525125, 468502519162333157]","[0.8094500303268433, 0.8401443362236023, 0.798942506313324, 0.8107789754867554, 0.8006190657615662]",1,"[-1, -1, -1, -1, -1]"
143,MEDQA,0.03528381511569023,0.9099816083908081,0.02140071615576744,0.016666894778609276,0.016666894778609276,1,0.525726318359375,False,"['PBMD', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468502519163725779, 468502519162417384, 468502519163983359, 468502519163215236, 468502519163540716]","[0.7854791879653931, 0.7838916778564453, 0.7962509393692017, 0.7818808555603027, 0.803877592086792]",1,"[-1, -1, -1, -1, -1]"
144,MEDQA,0.01317510288208723,0.004846849478781223,0.006223477888852358,0.9236460328102112,0.05210854113101959,3,0.5516345500946045,False,"['PBMD', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468502519163068358, 468502519162385651, 468502519163918625, 468502519163615700, 468502519163750686]","[0.7857857942581177, 0.7951728105545044, 0.7902279496192932, 0.7923051118850708, 0.7821537852287292]",1,"[-1, -1, -1, -1, -1]"
145,MEDQA,0.26278799772262573,0.03556448966264725,0.06644321233034134,0.29777783155441284,0.33742648363113403,3,1.7933332920074463,False,"['STAT', 'PBMD', 'STAT', 'PBMD', 'PBMD']","[468502519162749091, 468502519163354462, 468502519162749090, 468502519163686766, 468502519163963343]","[0.8257840871810913, 0.7955372929573059, 0.7920162677764893, 0.7997815012931824, 0.7968060970306396]",5,"[468502519162992765, 468502519163315531, 468502519163247666, 468502519163529577, 468502519163972434, 468502519163225998, 468502519163245004, 468502519163323482, 468502519163238857, 468502519163207019, 468502519163694864, 468502519163136606, 468502519163153669, 468502519163155594, 468502519163322710, 468502519163161627, 468502519162964808, 468502519163179633, 468502519162992765, 468502519163529577, 468502519162701930, 468502519162992765, 468502519163972434, 468502519163161627, 468502519163452755]"
146,MEDQA,0.03084440343081951,0.012857859954237938,0.010013711638748646,0.044878341257572174,0.9014056324958801,3,0.3760349750518799,False,"['STAT', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468502519162461660, 468502519162385560, 468502519163938870, 468502519163094277, 468502519163570441]","[0.7821003198623657, 0.7829330563545227, 0.7859688997268677, 0.789780855178833, 0.7923485040664673]",1,"[-1, -1, -1, -1, -1]"
147,MEDQA,0.010941918008029461,0.033703479915857315,0.023164039477705956,0.8692241907119751,0.06296639144420624,3,0.5703079700469971,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163264215, 468502519163634557, 468502519163537834, 468502519163497893, 468502519163684571]","[0.7664269804954529, 0.760650098323822, 0.7670794725418091, 0.760545015335083, 0.7597312927246094]",1,"[-1, -1, -1, -1, -1]"
148,MEDQA,0.0967007577419281,0.7145273089408875,0.04031087085604668,0.0967007577419281,0.05176018550992012,1,1.1302037239074707,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468502519163755689, 468502519163618635, 468502519163969869, 468502519163164584, 468502519162361527]","[0.7645357251167297, 0.7682813405990601, 0.7750461101531982, 0.7658991813659668, 0.7893559336662292]",5,"[468502519163969869, 468502519163814080, 468502519163706286, 468502519163755689, 468502519162859234, 468502519162716286, 468502519162859234, 468502519162872127, 468502519162859246, 468502519162819206, 468502519162838860, 468502519163240653, 468502519162838872, 468502519162361842, 468502519162398352, 468502519162456986, 468502519162716863, 468502519162476017, 468502519162852172, 468502519162869245, 468502519163941675, 468502519163963661, 468502519163709284, 468502519163897143, 468502519162962694]"
149,MEDQA,0.13012193143367767,0.005717158783227205,0.007340976968407631,0.008318415842950344,0.8485015630722046,4,0.6039004325866699,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163935048, 468502519163865329, 468502519163054039, 468502519163519310, 468502519163349328]","[0.7885617017745972, 0.8011202216148376, 0.7916057705879211, 0.7826663255691528, 0.7864701747894287]",1,"[-1, -1, -1, -1, -1]"
150,MEDQA,0.7295678853988647,0.052849721163511276,0.052849721163511276,0.052849721163511276,0.11188286542892456,0,1.6611688137054443,False,"['TEXT', 'TEXT', 'TEXT', 'TEXT', 'PBMD']","[468502519162395135, 468502519162395063, 468502519162394786, 468502519162395450, 468502519163980718]","[0.7772142291069031, 0.7750523686408997, 0.7970198392868042, 0.7936991453170776, 0.785605251789093]",5,"[468502519162730512, 468502519163865942, 468502519163863732, 468502519163556034, 468502519163980718, 468502519163170254, 468502519163128025, 468502519163577506, 468502519163127840, 468502519163583681, 468502519162954357, 468502519162948752, 468502519162424461, 468502519162309065, 468502519163917482, 468502519162339732, 468502519162711478, 468502519162711502, 468502519162711473, 468502519162431858, 468502519163777436, 468502519163349049, 468502519163529600, 468502519162791562, 468502519162377608]"
151,MEDQA,0.218081995844841,0.24711927771568298,0.1498854160308838,0.1924566924571991,0.1924566924571991,4,1.3294086456298828,False,"['STAT', 'TEXT', 'TEXT', 'PBMD', 'PBMD']","[468502519162971269, 468502519162310603, 468502519162310314, 468502519163672646, 468502519163768189]","[0.7783147692680359, 0.7768784165382385, 0.7750455737113953, 0.7775256633758545, 0.7765746116638184]",5,"[468502519162806676, 468502519163041669, 468502519163654350, 468502519162944478, 468502519162310329, 468502519163658503, 468502519163036502, 468502519162379243, 468502519163198161, 468502519163762182, 468502519162777401, 468502519163021730, 468502519163536429, 468502519163709824, 468502519163947069, 468502519163794696, 468502519162379243, 468502519162379242, 468502519163068258, 468502519163036502, 468502519162485974, 468502519162315998, 468502519163790258, 468502519163891659, 468502519163533480]"
152,MEDQA,0.32810619473457336,0.050316717475652695,0.10652048140764236,0.2895526885986328,0.22550387680530548,0,1.775700330734253,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163543292, 468502519163279845, 468502519163079133, 468502519163870131, 468502519163084553]","[0.7833331823348999, 0.7827914357185364, 0.7692724466323853, 0.7706701755523682, 0.7878758311271667]",5,"[468502519163051724, 468502519163015327, 468502519163513661, 468502519162340238, 468502519163261821, 468502519163822081, 468502519163154573, 468502519163767845, 468502519163552801, 468502519163103907, 468502519163795060, 468502519163862447, 468502519163227937, 468502519163249705, 468502519162995240, 468502519162340540, 468502519162340539, 468502519162340541, 468502519162323952, 468502519163191793, 468502519163175683, 468502519163105631, 468502519163275685, 468502519163724106, 468502519163440102]"
153,MEDQA,0.7958894371986389,0.06533057987689972,0.08388612419366837,0.03085998259484768,0.02403377927839756,0,0.4040548801422119,False,"['PBMD', 'PBMD', 'TEXT', 'STAT', 'PBMD']","[468502519163560097, 468502519163765778, 468502519162370346, 468502519162808865, 468502519163509103]","[0.769675612449646, 0.7819719314575195, 0.777339518070221, 0.7691507339477539, 0.763333797454834]",1,"[-1, -1, -1, -1, -1]"
154,MEDQA,0.024835098534822464,0.013293270952999592,0.02814185433089733,0.7257879972457886,0.20794175565242767,3,0.4691751003265381,False,"['STAT', 'PBMD', 'STAT', 'PBMD', 'PBMD']","[468502519162886106, 468502519163862636, 468502519162766500, 468502519163705196, 468502519163794776]","[0.7794497013092041, 0.8127201199531555, 0.7935957312583923, 0.8410134315490723, 0.7774388194084167]",1,"[-1, -1, -1, -1, -1]"
155,MEDQA,0.20218025147914886,0.12262853235006332,0.4280156195163727,0.13895632326602936,0.10821929574012756,4,1.1779718399047852,False,"['TEXT', 'STAT', 'PBMD', 'TEXT', 'PBMD']","[468502519162356240, 468502519162467900, 468502519163824908, 468502519162361449, 468502519163277854]","[0.7608453631401062, 0.7604195475578308, 0.7756880521774292, 0.7622277140617371, 0.7837578058242798]",5,"[468502519162402091, 468502519162942721, 468502519162942729, 468502519162942723, 468502519162402092, 468502519162809367, 468502519162485400, 468502519162932832, 468502519162744005, 468502519162941541, 468502519162860715, 468502519162941223, 468502519162835503, 468502519162488299, 468502519162797525, 468502519162878810, 468502519162357469, 468502519162987841, 468502519162987836, 468502519162894708, 468502519162357466, 468502519162461514, 468502519162894708, 468502519162859914, 468502519162367922]"
156,MEDQA,0.03444826230406761,0.7840388417243958,0.03444826230406761,0.12023625522851944,0.026828333735466003,1,1.425786018371582,False,"['PBMD', 'STAT', 'PBMD', 'PBMD', 'TEXT']","[468502519163714107, 468502519162900168, 468502519163638419, 468502519163976771, 468502519162389975]","[0.741254985332489, 0.7415258884429932, 0.7639386653900146, 0.7486065030097961, 0.7599993944168091]",4,"[468502519162818987, 468502519162307888, 468502519162355991, 468502519162819006, 468502519162467895, 468502519162884862, 468502519162818987, 468502519162467895, 468502519162307888, 468502519163212120, 468502519162884862, 468502519162818975, 468502519163823453, 468502519163575325, 468502519162733654, 468502519163584774, 468502519162392921, 468502519163736924, 468502519162890181, 468502519163825197]"
157,MEDQA,0.974775493144989,0.005115152336657047,0.01390442531555891,0.0031024969648569822,0.0031024969648569822,0,0.5854766368865967,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163576087, 468502519163912280, 468502519163632706, 468502519163995780, 468502519163578661]","[0.8149177432060242, 0.793178141117096, 0.7744748592376709, 0.7694762945175171, 0.7751790881156921]",1,"[-1, -1, -1, -1, -1]"
158,MEDQA,0.06749382615089417,0.01329032238572836,0.06749382615089417,0.7256270051002502,0.12609507143497467,3,1.6264533996582031,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163719091, 468502519163719087, 468502519163085863, 468502519163093309, 468502519163761969]","[0.8030886650085449, 0.8044712543487549, 0.8032781481742859, 0.8008033633232117, 0.797251284122467]",5,"[468502519162913728, 468502519163706260, 468502519162738921, 468502519163372931, 468502519163814166, 468502519163372931, 468502519163706260, 468502519162459903, 468502519163814166, 468502519162768686, 468502519163706260, 468502519162307980, 468502519163372931, 468502519163626571, 468502519162459903, 468502519163372931, 468502519163706260, 468502519162907364, 468502519162738969, 468502519162459928, 468502519163372931, 468502519163706260, 468502519162459903, 468502519162459906, 468502519163889682]"
159,MEDQA,0.09701121598482132,0.15994445979595184,0.23271781206130981,0.07555241137742996,0.43477410078048706,2,1.2614414691925049,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162386340, 468502519163587681, 468502519163890444, 468502519163415465, 468502519163863339]","[0.7944979071617126, 0.8007239103317261, 0.7942546606063843, 0.8023152947425842, 0.7942691445350647]",3,"[468502519162702127, 468502519162440237, 468502519163485775, 468502519162766155, 468502519162473212, 468502519163863339, 468502519162767669, 468502519162767687, 468502519162767672, 468502519162767704, 468502519163863339, 468502519162721243, 468502519162721227, 468502519162721225, 468502519162721247]"
160,MEDQA,0.13988769054412842,0.04007849469780922,0.15851353108882904,0.23063582181930542,0.4308844208717346,3,1.1031887531280518,False,"['TEXT', 'PBMD', 'PBMD', 'TEXT', 'PBMD']","[468502519162388790, 468502519163761294, 468502519163002984, 468502519162331963, 468502519163324249]","[0.7899197936058044, 0.7883375883102417, 0.78795325756073, 0.7820810675621033, 0.7899930477142334]",4,"[468502519162790592, 468502519162968926, 468502519162790569, 468502519162790565, 468502519162415692, 468502519162968912, 468502519162415831, 468502519162695280, 468502519162790565, 468502519162980729, 468502519162968926, 468502519162968912, 468502519162790565, 468502519162415831, 468502519162790592, 468502519162968915, 468502519162790569, 468502519162968912, 468502519162415692, 468502519162912540]"
161,MEDQA,0.005867204628884792,0.9867120981216431,0.0019048025133088231,0.004032467026263475,0.0014834615867584944,1,0.4570140838623047,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163667409, 468502519163246380, 468502519163674915, 468502519163038908, 468502519163875220]","[0.7770520448684692, 0.7715136408805847, 0.7918885946273804, 0.7669414281845093, 0.7607139945030212]",1,"[-1, -1, -1, -1, -1]"
162,MEDQA,0.005707047879695892,0.0009917361894622445,0.0006816096138209105,0.95977783203125,0.03284179046750069,3,0.41590428352355957,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163018984, 468502519163758108, 468502519163151764, 468502519163317866, 468502519163162109]","[0.8188602924346924, 0.8253563046455383, 0.8373931050300598, 0.8346492648124695, 0.8207065463066101]",1,"[-1, -1, -1, -1, -1]"
163,MEDQA,0.52496337890625,0.055330730974674225,0.24797514081001282,0.08050574362277985,0.09122495353221893,0,1.0179479122161865,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'STAT']","[468502519163923681, 468502519163782716, 468502519163562311, 468502519163646190, 468502519162791983]","[0.8155397176742554, 0.794364333152771, 0.7958737015724182, 0.7936519384384155, 0.8094345331192017]",2,"[468502519163615756, 468502519163531349, 468502519162492119, 468502519163187833, 468502519163924450, 468502519163653764, 468502519163954224, 468502519163532530, 468502519162783189, 468502519163683872]"
164,MEDQA,0.6586418151855469,0.06126323342323303,0.06126323342323303,0.0891374722123146,0.12969426810741425,0,1.4371142387390137,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'STAT']","[468502519163640187, 468502519163922895, 468502519163786457, 468502519163611314, 468502519162857045]","[0.7656620740890503, 0.7678811550140381, 0.7573739290237427, 0.7731131315231323, 0.7564352750778198]",5,"[468502519163551137, 468502519162339947, 468502519162384848, 468502519162364120, 468502519163607463, 468502519162796043, 468502519162385017, 468502519162897662, 468502519163861680, 468502519163151669, 468502519162329909, 468502519162452796, 468502519162969924, 468502519162327146, 468502519162327148, 468502519162327151, 468502519162797003, 468502519163941730, 468502519163455418, 468502519163820746, 468502519163387288, 468502519163822342, 468502519163633113, 468502519162953132, 468502519162898089]"
165,MEDQA,0.21318002045154572,0.1881306916475296,0.39827269315719604,0.053900346159935,0.1465163379907608,1,0.8903181552886963,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163624673, 468502519163758435, 468502519163915862, 468502519163305656, 468502519163034741]","[0.7749662399291992, 0.793427586555481, 0.7738806009292603, 0.7755170464515686, 0.7776565551757812]",2,"[468502519163638476, 468502519163862567, 468502519163710487, 468502519162891407, 468502519163915862, 468502519163190240, 468502519162307100, 468502519162432274, 468502519163873968, 468502519163915862]"
166,MEDQA,0.012008569203317165,0.005005916580557823,0.9539588093757629,0.013607490807771683,0.015419308096170425,1,0.570671558380127,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163962827, 468502519163814669, 468502519163079680, 468502519163123283, 468502519163625752]","[0.7838318943977356, 0.7837359309196472, 0.7805345058441162, 0.7810320854187012, 0.7805089950561523]",1,"[-1, -1, -1, -1, -1]"
167,MEDQA,0.0007981607341207564,0.00020180664432700723,0.0004841089539695531,0.991832971572876,0.006682917941361666,3,0.45969653129577637,False,"['PBMD', 'STAT', 'STAT', 'PBMD', 'TEXT']","[468502519163751874, 468502519162866645, 468502519162968518, 468502519163360836, 468502519162344306]","[0.7855402231216431, 0.7849476337432861, 0.7862758636474609, 0.7854776382446289, 0.7856642007827759]",1,"[-1, -1, -1, -1, -1]"
168,MEDQA,0.021439826115965843,0.9116445779800415,0.03534829616546631,0.010127455927431583,0.021439826115965843,1,0.5099773406982422,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163208287, 468502519163542757, 468502519163668571, 468502519163953372, 468502519163986383]","[0.774360179901123, 0.7631722092628479, 0.7570677995681763, 0.7700580358505249, 0.7545493245124817]",1,"[-1, -1, -1, -1, -1]"
169,MEDQA,0.09324263036251068,0.02671446092426777,0.02671446092426777,0.7807109951972961,0.07261744141578674,3,0.4089047908782959,False,"['PBMD', 'STAT', 'PBMD', 'PBMD', 'PBMD']","[468502519163443187, 468502519162701902, 468502519163322970, 468502519163970862, 468502519163324845]","[0.7950394749641418, 0.7881217002868652, 0.7958126068115234, 0.795223593711853, 0.7965600490570068]",1,"[-1, -1, -1, -1, -1]"
170,MEDQA,0.16705362498760223,0.07891054451465607,0.5830744504928589,0.10132315009832382,0.06963831186294556,2,1.093583583831787,False,"['STAT', 'TEXT', 'STAT', 'STAT', 'PBMD']","[468502519162453939, 468502519162386448, 468502519162437779, 468502519162978594, 468502519163380729]","[0.7442161440849304, 0.7439418435096741, 0.7433139681816101, 0.7445055842399597, 0.7413355112075806]",5,"[468502519163579674, 468502519162899295, 468502519162802170, 468502519162859140, 468502519163626602, 468502519162859141, 468502519162802170, 468502519162972087, 468502519162441782, 468502519162873543, 468502519163579674, 468502519162802170, 468502519162972087, 468502519162859124, 468502519162859141, 468502519162972087, 468502519162802170, 468502519163579674, 468502519162859141, 468502519162899295, 468502519163579674, 468502519162859141, 468502519162802170, 468502519163626602, 468502519162748546]"
171,MEDQA,0.36167579889297485,0.15076890587806702,0.15076890587806702,0.21936745941638947,0.11741893738508224,3,1.3817417621612549,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163664752, 468502519163345275, 468502519163184690, 468502519163571737, 468502519163942502]","[0.7985981106758118, 0.7920101284980774, 0.8016512393951416, 0.7970150113105774, 0.7868344783782959]",5,"[468502519163097893, 468502519162828417, 468502519163625781, 468502519163758520, 468502519163532779, 468502519163584133, 468502519162990991, 468502519162746326, 468502519163715160, 468502519162990984, 468502519163533746, 468502519162925300, 468502519162925341, 468502519163425206, 468502519162925302, 468502519162806239, 468502519162883866, 468502519163525243, 468502519163613793, 468502519163425206, 468502519162734130, 468502519162734145, 468502519162848939, 468502519162849006, 468502519163965146]"
172,MEDQA,0.04323342442512512,0.7663307785987854,0.17099151015281677,0.010931121185421944,0.008513165637850761,2,0.3987903594970703,False,"['TEXT', 'TEXT', 'TEXT', 'PBMD', 'STAT']","[468502519162361550, 468502519162361449, 468502519162307864, 468502519163647599, 468502519162809203]","[0.7734476327896118, 0.7638877630233765, 0.7736589908599854, 0.783288836479187, 0.759296178817749]",1,"[-1, -1, -1, -1, -1]"
173,MEDQA,0.4430026113986969,0.08723238855600357,0.16297155618667603,0.16297155618667603,0.14382189512252808,0,1.3474845886230469,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163223105, 468502519163513866, 468502519163804843, 468502519163097716, 468502519163070275]","[0.8302046656608582, 0.8049896955490112, 0.8158565163612366, 0.845966637134552, 0.8102085590362549]",2,"[468502519163223105, 468502519163100936, 468502519163092518, 468502519163081908, 468502519163097716, 468502519163804843, 468502519163223105, 468502519163081908, 468502519163459233, 468502519162394272]"
174,MEDQA,0.0002610840310808271,0.00010883600771194324,0.00015835545491427183,0.0001397482119500637,0.9993318915367126,4,0.332228422164917,False,"['TEXT', 'STAT', 'TEXT', 'TEXT', 'PBMD']","[468502519162325784, 468502519162891406, 468502519162307100, 468502519162306276, 468502519163758435]","[0.7853317260742188, 0.7839957475662231, 0.7697921991348267, 0.7725919485092163, 0.7633326053619385]",1,"[-1, -1, -1, -1, -1]"
175,MEDQA,0.005106811411678791,0.000369936169590801,0.0011394835310056806,0.9731859564781189,0.020197829231619835,3,0.42552614212036133,False,"['TEXT', 'PBMD', 'STAT', 'STAT', 'PBMD']","[468502519162325687, 468502519163111999, 468502519162438102, 468502519162695125, 468502519163655452]","[0.7778295874595642, 0.7947826385498047, 0.8048800826072693, 0.7766462564468384, 0.7817833423614502]",1,"[-1, -1, -1, -1, -1]"
176,MEDQA,0.3008749485015869,0.05924579128623009,0.04614066705107689,0.09767979383468628,0.4960589110851288,4,1.6360259056091309,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468502519163736374, 468502519163749926, 468502519163740827, 468502519163740238, 468502519162366740]","[0.7789830565452576, 0.7646099328994751, 0.7554460763931274, 0.7473853230476379, 0.7651974558830261]",5,"[468502519163736374, 468502519163745656, 468502519163749926, 468502519163740238, 468502519163740827, 468502519163736374, 468502519163745656, 468502519163749926, 468502519163740238, 468502519163740827, 468502519163736374, 468502519163745656, 468502519163873044, 468502519163749926, 468502519163740238, 468502519163736374, 468502519163745656, 468502519163873044, 468502519163749926, 468502519163740238, 468502519163736374, 468502519163745656, 468502519163749926, 468502519163740238, 468502519163740827]"
177,MEDQA,0.03115156851708889,0.004215906374156475,0.008925073780119419,0.9103822708129883,0.04532526433467865,3,0.4229857921600342,False,"['TEXT', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468502519162393788, 468502519162350686, 468502519163408141, 468502519163960333, 468502519163896507]","[0.7981637120246887, 0.7987326383590698, 0.7978302240371704, 0.7922450304031372, 0.7925161719322205]",1,"[-1, -1, -1, -1, -1]"
178,MEDQA,0.3528178334236145,0.1297944337129593,0.2139948308467865,0.11454317718744278,0.1888497918844223,3,1.2039203643798828,False,"['PBMD', 'PBMD', 'TEXT', 'PBMD', 'TEXT']","[468502519163548857, 468502519163376110, 468502519162368429, 468502519163393228, 468502519162368388]","[0.8081497550010681, 0.7745249271392822, 0.7916153073310852, 0.7789980173110962, 0.7930722236633301]",5,"[468502519162881944, 468502519163515146, 468502519162932063, 468502519163625453, 468502519163645924, 468502519162847615, 468502519163548857, 468502519162424787, 468502519162901565, 468502519163758295, 468502519163863291, 468502519162451937, 468502519163763884, 468502519162958957, 468502519162798081, 468502519162881840, 468502519163548857, 468502519162881846, 468502519162958892, 468502519163777566, 468502519162881846, 468502519162881840, 468502519163548857, 468502519162958892, 468502519163868671]"
179,MEDQA,0.01638707146048546,0.0046949745155870914,0.027017712593078613,0.89470374584198,0.057196494191884995,3,1.038813591003418,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468502519163095907, 468502519163992382, 468502519163074533, 468502519163629952, 468502519162336271]","[0.7990041971206665, 0.7927103042602539, 0.8085229992866516, 0.796627402305603, 0.7982771992683411]",2,"[468502519163023696, 468502519163258956, 468502519163156568, 468502519163704687, 468502519163047666, 468502519162959611, 468502519162729087, 468502519162959620, 468502519162858097, 468502519162858096]"
180,MEDQA,0.09398990124464035,0.0829457938671112,0.03457695245742798,0.6128911375999451,0.17559625208377838,1,1.0452241897583008,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162387016, 468502519163995482, 468502519163993372, 468502519163779612, 468502519163274118]","[0.77619469165802, 0.7856308221817017, 0.7911756634712219, 0.7764396071434021, 0.7772558331489563]",2,"[468502519162826356, 468502519162455033, 468502519162334665, 468502519162757282, 468502519162702412, 468502519162884891, 468502519162331167, 468502519162767371, 468502519162902954, 468502519163940746]"
181,MEDQA,0.01091013103723526,0.9820986986160278,0.002434379421174526,0.001014800276607275,0.003542001126334071,4,0.44673800468444824,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163091658, 468502519163069458, 468502519163436630, 468502519163412731, 468502519163326246]","[0.7800536155700684, 0.7549930810928345, 0.7411136627197266, 0.7420332431793213, 0.7425099015235901]",1,"[-1, -1, -1, -1, -1]"
182,MEDQA,0.1559705138206482,0.37415382266044617,0.22693577408790588,0.12146995961666107,0.12146995961666107,1,1.278904676437378,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162352934, 468502519163586108, 468502519163733079, 468502519163203368, 468502519163048881]","[0.7980124354362488, 0.7940374612808228, 0.8030668497085571, 0.7957162857055664, 0.8155288100242615]",5,"[468502519162770077, 468502519162770073, 468502519162352915, 468502519162482759, 468502519162770093, 468502519163078876, 468502519163750162, 468502519162352929, 468502519162387122, 468502519163369375, 468502519162445474, 468502519163452002, 468502519162882593, 468502519163078876, 468502519162772198, 468502519162950986, 468502519162783712, 468502519163823030, 468502519162877789, 468502519163816423, 468502519163887893, 468502519163756283, 468502519163902344, 468502519163688415, 468502519163276390]"
183,MEDQA,0.1009133905172348,0.06935669481754303,0.3991202116012573,0.24207864701747894,0.1885310411453247,4,1.347264051437378,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163610492, 468502519163728500, 468502519163651936, 468502519163724288, 468502519163204517]","[0.8016133904457092, 0.792997419834137, 0.8065518140792847, 0.790899395942688, 0.7937735319137573]",5,"[468502519162380399, 468502519163934417, 468502519162382016, 468502519162377731, 468502519163960922, 468502519163932216, 468502519162432929, 468502519162781436, 468502519163728500, 468502519162871312, 468502519163737001, 468502519163932216, 468502519163680523, 468502519162739224, 468502519163564100, 468502519163946471, 468502519163655617, 468502519163953421, 468502519163639539, 468502519163729808, 468502519162811801, 468502519162811822, 468502519162781436, 468502519162834049, 468502519162958785]"
