id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
07de5578-ca50-423e-ba9c-1b428a5b6153,"In a 32 year female patient, left supraclavicular lymph node biopsy histologically shows acidophilic owl eye nucleoli lying freely in empty spaces showing immunohistocompatibility with CD 15 & CD 30, it is suggestive of",Nodular sclerosis Hodgkin's lymphoma,Lymphocytic predominant Hodgkin's Lymphoma,Reactive nodular hyperplasia,Large cell lymphoma,0,multi,,Pathology,
b1cd5c0a-0f81-40eb-88e6-06d69054daae,Which of the following is not a risk factor for malignancy,DNA aneuploidy,Male gender,Invasive candidiasis,Leukoplakia in non smokers,1,single,,Pathology,
ee5e4f25-9cee-48ea-b4aa-b631162d4543,Infeility in kaagener syndrome is due to which of the following?,Oligospermia,Blockage of epididymis,Asthenozoospermia,Undescended testis,2,single,"Kaagener's syndrome is a rare, autosomal recessive genetic ciliary disorder in which defective dynein arm results in defective ciliary motility. Presents with a triad of : Situs inversus Bronchiectasis Sinusitis Reduced ciliary motility leads to asthenozoospermia( slow moving sperms)",Pathology,AIIMS 2018
40013980-4b7a-4cc7-8c38-f2f45215bcbf,Tumor cells in chronic lymphocytic leukemia or small lymphoblastic lymphoma (CLL/SLL) arisefrom which of the following?,Mature B cell,Naive B cell,Centrocytes of germinal center,Progenitor B-cell,1,multi,"DNA sequencing has revealed that the Ig genes of some CLL/SLL are somatically hypermutated whereas others are not, suggesting that the cell of origin may be either a post germinal center memory B cell or a naive B cell. For unclear reasons, tumors with unmutated Ig segments (those putatively of naive B-cell origin) pursue a more aggressive course. Impoant points about CLL: CLL is the most common leukemia of adults in the Western world. CLL is the cancer which is associated with presence of Autoimmune Hemolytic Anemia. CLL is the cancer which is not associated with Radiation exposure. CLL patient blood sample contains large numbers of small round lymphocytes with scant cytoplasm. Some of these cells are usually disrupted in the process of making smears, producing so-called Smudge cells. These patients are best identified with the help of Tumor cells exhibiting specific type of CD markers paicularly -CD19, CD20, CD23, CD5.",Pathology,AIIMS 2017
aa928f6b-b194-44e7-ae8e-88a92c365fdc,The term poikilokaryosis refers to,Alteration of nuclear cytoplasmic ratio,Division of nuclei without division of cytoplasm,"Large, prominent nuclei",Loss of polarity and disorientation of cells,1,single,,Pathology,
4fbc569b-3b88-490f-b1b9-0af7c459eee0,Which of following is not a tumor suppressor gene?,pRb,FHIT,PTCH,c-erbB1,3,single,,Pathology,
bb0813aa-65ec-4eb5-8101-76df41f138e5,Which is the best anticoagulant to send sample for serum electrolyte measurement?,EDTA,Lithium heparin,Sodium fluoride,Citrate,1,single,"EDTA- it is an anticoagulant that is preferred when we want to look at the morphology or we want to do any of the blood counts. Sodium fluoride - it inhibits enolase enzyme thus inhibits glycolysis process , so it is used for glucose estimation . Citrate - 3.2%Trisodium citrate - it is used for the determining the value of ESR and is also used for doing any kind of coagulation study. All the three (sodium EDTA, sodium fluoride, trisodium citrate) above use sodium. therefore, if we use any of these chemicals for the purpose of Serum Electrolyte measurement, the value of sodium and other electrolytes are going to be altered. So WHO recommends that for the purpose of Serum Electrolyte measurement we use an anticoagulant Lithium Heparin. It doesn't cause any alterations in the serum electrolytes.",Pathology,AIIMS 2017
a1111432-f1c4-4e04-b61b-449b435e99ad,"Which syndrome consists of flushing, warmness and perspiration over the cheek and pinna of the ear on the side following the ingestion of highly seasoned food?",Fanconi's syndrome,Auriculotemporal syndrome,Horner's syndrome,Cushing's syndrome,1,single,"Auriculotemporal Syndrome (Frey's Syndrome, Gustatory Sweating)
The auriculotemporal syndrome is an unusual phenomenon, which arises as a result of damage to the auriculotemporal nerve and subsequent reinnervation of sweat glands by parasympathetic salivary fibres.
Clinical Features 
The patient typically exhibits flushing and sweating of the involved side of the face, chiefly in the temporal area, during eating. The severity of this sweating may often be increased by tart foods. Of further interest is the fact that profuse sweating may be evoked by the parenteral administration of pilocarpine or eliminated by the administration of atropine or by a procaine block of the auriculotemporal nerve.
There is a form of gustatory sweating which occurs in otherwise normal individuals when they are eating certain foods, particularly spicy or sour ones. This consists of diffuse facial sweating, not simply a perioral sweating and may even be on a hereditary basis.
Reference: Shafer’s Textbook of ORAL PATHOLOGY Eighth Edition page no 575",Pathology,
f06f787a-ac63-41ec-b508-2b6d9848264d,Which of the following is a negative acute phase reactant?,Ferritin,Haptoglobin,Albumin,C-reactive protein,2,single,"Answer- C. AlbuminAlbumin is a negative acute phase reactant whereas ferritin, CRP and haptoglobin are positive phase reactants.""The serum levels of most proteins either increase or decrease during the acute phase response. Serum proteins that decrease levels during inflammation are called negative acute phase reactants.C-reactive protein, fibrinogen, protein S, and fibronectin are examples of positive acute phase reactants.Positive Acute Phase ReactantsC-reactive protein (CRP)Serum amyloid AHaptoglobinCeruloplasminalpha 2-Macroglobulinalpha l-Acid glycoproteinFibrinogenComplement (C3, C4)",Pathology,
5a6abefa-9edd-429c-8489-f7d4a3fd2770,A patient showing inability to close the right corner of the mouth is most probably suffering from:,Myasthenia gravis,Bell's palsy,TMJ dysfunction syndrome,Multiple sclerosis,1,single,"Bell's palsy is manifested by drooping of corner of mouth, drooling of saliva, watering of eye, inability to blink the eye. The patient has a typical mask-like or expressionless appearance. The patient will have speech diﬃculty and occasionally the taste sensation to anterior portion of tongue is lost or altered.
In supranuclear lesions of facial nerve, only the lower part of the face is paralysed. The upper part (frontalis and part of orbicularis oculi) escapes due to bilateral representation in the cerebral cortex.
In infranuclear lesions of facial nerve (Bell's palsy) half of the whole of face is paralysed. The face becomes asymmetrical, and any attempt to smile draws the mouth to the NORMAL SIDE.",Pathology,
7ef97e72-288b-4b7d-8942-2a9c9fc21daa,Fibrous histiocytoma involves most commonly:,Eyelid,Epibular,Intraocular,Orbit,3,single,"Fibrous histiocytoma is the most common primary mesenchymal orbital tumor in adults. 
It may involve ocular structures such as the orbit, lids, conjunctiva, and ocular limbus. 
Most fibrous histiocytomas are benign, but some are locally aggressive and malignant.",Pathology,
74c96399-8699-43ba-b5ae-c8e309721ee5,Which of the following may be a feature of acromegaty?,Large tongue,Micrognathia,Hypoglycemia,Crowded teeth,0,single,,Pathology,
e5be7962-590f-4590-bb2b-84860a14a42a,Which of the following is the complication of massive blood transfusion?,Metabolic acidosis,Metabolic alkalosis,Respiratory alkalosis,Respiratory acidosis,1,single,Transfused blood contains chemical known as citrate and the liver conves this citrate into bicarbonate . High amount of bicarbonate in body leads to metabolic alkalosis,Pathology,AIIMS 2019
1c84e0de-2784-45de-a25d-79ed40cf0fe2,All of the following statements about acute leukemia in children are true except,It characteristically causes gross gingival swelling,It may he manifested by mucosal pallor,It can cause obvious purpura,It is usually of the lymphoblastic variety,0,multi,,Pathology,
97f2545e-5688-4cc1-9837-9a9ec14d6f3d,Basophils are activated by,IL - 5,Neutrophils,Killer inhibitory peptide,Cell fixed Ig E,3,single,Cell fixed IgE are the activators of basophils . MAST CELL BASOPHIL Foreign antigen binds to the IgE bound to cell and leads to the activation of mast cell or basophil which leads to Type 1 hypersensitivity. IL-5 leads to activation of eosinophils.,Pathology,AIIMS 2019
29d2e3e3-3b3c-4b84-af19-e8e98c5e104e,The surgical registrar successfully performs a testicu!lar biopsy and hands over the specimen to the attend!ing nurse. The sister asks you how to send the speci!men to the pathologist. What fluid will you tell the sister to put the specimen in?,95% ethanol,Zenker's solution,Bouin's solution,10% formalin,2,single,"Ans: C. Bouin's solution(Ref: Surgical Pathology by 'Rosai and Ackerman 9Ie p27; Upper Urinary tract Urothelial Carcinoma by Michael Grasso (2015)1p11)Testicular biopsy specimen should be put into Boitin's solution.""Bouin's is a noncoagulate picrate solution which is routinely utilized to fix testicular biopsies because it preserves nuclear detail.""",Pathology,
f37b26c3-1be2-4ebd-8a21-a44172a0b092,Which of the following is not associated with gingival Lesions?,Herpes,Recurrent apthae,Pemphigus,Pyugenic granuloma,1,single,,Pathology,
8e7413da-351b-468d-8168-961cd50bda0a,"A patient presented with intermittent fever, no weight loss, no anorexia, but with a retroperitoneal mass. Peripheral smear findings were normal. Gross & microscopy of the mass is given. What's the diagnosis?",NHL,Castleman disease,Angiolymphoid hyperplasia,Ig G4 disease,1,single,"Onion skin appearance of lymph node is characteristic for Castleman disease It is alympho proliferative disorder. It has 2 variants: Unicentric Has 2 variants: 1)Highly vasculara More common , patients are asymptomatic Histology: -Twinning- Presence of two germinal centers -Onion skin pattern-Lymphocytes causes thickening of mantle zone -Lollipop lesions- Sclerosed blood vessel that infiltrate lymph node germinal center Multicentric ?Associated with immune suppression ?Presents as : Hepatomegaly Splenomegaly Night sweats Fever 2)Plasma cell varianta Less common, patients are symptomatic: - Weight loss -Night sweats -Fever Histology: Plasma cells in interfollicular areas causing hyperplasia of germinal center Lymph node architecture is distoed but LN is preserved in unicentric variant",Pathology,AIIMS 2018
f0e43051-15d7-4c2a-ba6e-daa8a5e30c11,45 chromosomes are seen in,Turner's syndrome,Down's syndrome,Dentinogenesis imperfecta,Treacher's Collins syndrome,0,single,,Pathology,
e448b7f6-af8c-4683-8b76-ec282a126797,"A 10–month old baby previously normal, suddenly becomes distressed in his crib. The external appearance of genitalia was normal, except hyperpigmentation. lood glucose showed a level of 30 mg%. What is the most probable diagnosis ?",21 hydroxylase deficiency,Hyperinsulinism,Familial glucocorticoid deficiency,Cushing's syndrome,2,multi,"Familial glucocorticoid deficiency :

Familial glucocorticoid deficiency is a rare autosomal recessive condition.
It is characterized by adrenal insufficiency.
The pathological examination of the adrenal gland reveals that :-


Zona glomerulosa ---> well preserved.
Zona fasciculata ---> atrophied.
Zona reticularis  ---> atrophied.


This causes low cortisol concentration because the zona fasciculata is primarily responsible for glucocorticoid production.
Because the zona glomerulosa is well preserved mineralocorticoid action is usually unaffected.
Low circulating serum cortisol results in lack of feedback inhibition to the hypothalamus which results in increased ACTH secretion from pituitary.

Clinical features :

Patients with familial glucocorticoid deficiency generally presents with signs and symptoms of adrenal insufficiency with the important distinction that mineralocorticoid production is always normal.
The most common initial presenting sign is deep hyperpigmentation of the skin, mucous membrane or both as a result of the action of adrenocorticotrophic hormone (ACTH) on cutaneous melanocyte stimulating hormone (MSH) receptors.
The symptoms are compatible with glucocorticoid deficiency. Many patients presents with recurrent hypoglycemia or severe infections.
In the neonatal period, frequent presenting signs include - feeding problems, failure to thrive, regurgitation and hypoglycemia manifesting as seizures.",Pediatrics,
c6da06a8-62d4-49b1-9bce-e4584bbadc62,Vesicoureteric reflux is more common in –,Newborn females,Older girls,Older boys,Only during pregnancy,0,single,"Clinical manifestations of VUR 

In primary reflux the average age ofpresentation is 2-3 years.
Reflux is more common in females and it is usually detected earlier in females so we can say that reflux is present from birth but it is usually detected at 2-3 years of age but in feinales the age of detection is earlier.

Features are -

In primary reflux the patient usually presents with symptoms of pyelonephritis or cystitis.
In secondary reflux manifestation of primary diseases are usually the presenting symptoms
Reflux is the most common cause of pyelonephritis. It is seen in 30-50% of patients with pyelonephritis.
It is present in over 75% of patients with radiological evidence of chronic pyelonephritis Diagnosis of Vesicoureteric reflux -
The most useful process for conclusive diagnosis of reflux is micturating cystourethrogram.
This will demonstrate the grade of reflux as well as urethral anatomy.
The other useful technique for detecting vesicoureteric reflux is radionuclide imaging.
It is extremaly sensitive at detecting reflux but do not demonstrate the anatomic detail seen with voiding cystourethro gram.
So they are used for follow up after micturating cystourethrogram because they offer less radiation exposure.",Pediatrics,
f204b864-ca16-4d18-9d0c-6c6a9cb3533a,"A child presented with abdominal distension, hepatomegaly, doll like facies and recurrent episodes of hypoglycemia. Which of the following is the most likely diagnosis?",Menkes disease,Down syndrome,Von gierke disease,Lesch nyhan syndrome,2,single,"Menkes disease- aka kinky hair disease - Defect in copper binding ATPase - Involves CNS- intellectual disability, seizures - Characterized by sparse hypopigmented kinky hairs. - Trichorrhexis nodosa and pili toi seen Von Gierke disease is glycogen storage disease type I, in which the child has doll like facies, abdominal distension, hepatomegaly and recurrent episodes of hypoglycemia. On investigation, there is hyperlipidemia, hyperuricemia and lactic acidosis. Lesch nyhan syndrome- mental retardation, microcephaly, seizures and gout.",Pediatrics,AIIMS 2017
fa73f211-d8c8-4926-910b-d8a1f5444208,"4 day old breastfed neonate, otherwise well, term neonate presented with jaundice, on testing the bilirubin level was found to be 18 mg/dl. Which of the following is the best step of management?",Sta phototherapy and continue breast feeding,Sta iv fluids and given phototherapy,Initiate exchange transfusion,Stop breast feeding and do phototherapy,0,multi,"Use total bilirubin. Do not subtract direct reacting or conjugated bilirubin. Risk factors = isoimmune hemolytic disease, G6PD deficiency, asphyxia, significant lethargy, Temperature instability, sepsis, acidosis, or albumin <3.0 g/d (if measured) For well infants 35-47 6/7 wk can adjust TSB levels for intervention around the medium risk line. It is an option to intervene at lower TSB levels for infatns closer to 35 weeks and at higher TSB levels for those closer to 37 6/7 wk. It is an option to provide conventional phototherapy in hospital or at home at TSB levels 2-3 mg/dL (35 - 50 mmol/L) below those shown but home phototherapy should not be used in any infant with risk factors. Cut off for phototherapy in 4-day old neonate is 19-20 mg/dl The dashed lines for the first 24 hours indicate unceainly due to a wide range of clinical circumstances and a range of responses to phototherapy. Immediate exchange transfusion is recommended if infant shows signs of acute bilirubin encephalopathy (hypeonia, arching, retrocollis, opisthotonos, fever, high pitched cry) or IF TSB is > 5 mg/dL (85mmol/L) abvoe these lines. Risk factors - isoimmune hemolytic disease, GPD deficiency, asphyxia, significant lethargy, temperature instability, sepsis, acidosis. Measure serum albumin and calculate B/A ratio (see legend) Use total bilirubin. Do not subtract direct reacting or conjugated bilirubin. It infant is well and 36-37 6/7 wk (median risk) can individualize TSB levels for exchange based on actual gestational age. Cut off for exchange transfusion in 4-day old neonate is 25mg/dl For otherwise well term neonate- Age Phototherapy cut off Exchange transfusion cut off 24 to 48 hrs. >15 mg/dl >20 mg/dl 48 to 72 hrs. >18 mg/dl >25mg/dl >72 hrs. >20mg/dl >25mg/dl",Pediatrics,AIIMS 2017
1d7c2dff-73e6-46d8-8d10-ab6ee7464701,A 10–year old male child was presented to the pediatrician for evaluation of a seizure disorder. On examination a vascular plaque was found along the ophthalmic and maxillary divisions of the trigeminal nerve. The mother informed the pediatrician that the lesion was present since birth and there was no change in morphology. The most likely possibility is –,Sturge Weber syndrome,Infantile hemangioma,Congenital hemangioma,Proteus syndrome,0,single,"This child has :


Seizure disorder
Vascular plaque along the ophthalmic and maxillary divisions of trigeminal nerve
Lesion presenting since birth and not chonging in morphology


The diagnosis is sturge weber syndrome.
Sturge weber syndrome is a rare congenital vascular disorder characterized by facial capillary malformation (port wine stain) and associated capillary venous malformation affecting the brain and eye.
It consists of angiomas involving the leptomeninges and skin of face typically in the ophthalmic and maxillary distributions of trigeminal nerve.",Pediatrics,
2a9cc59f-8f5f-4035-8010-07d1cc7a2f64,"In SCHWARTZ formula for calculation of creatinine clearance in a child, the constant depends on the following except –",Age,Method of estimation of creatinine,Mass,Severity of renal failure,3,multi,"Schwartz formula (for creatine clearance in child).

Creatinine clearance = K x height./ creatinine.
K = constant

K depends upon --> Age, Muscle mass, Method of creatinine estimation",Pediatrics,
c7c97482-3fe5-4798-bd40-50926d7595f8,Which of the following is the most appropriate method for obtaining a urine specimen for culture in an 8 month old girl –,Suprapubic aspiration,Indwelling catheter sample,Clean catch void,Urinary bag sample,0,single,"Diagnosis of urinary tract infection

A UTI may be suspected based on the symptoms or finding on urinalysis or both, but a urine culture is necessary for confirmation and appropriate therapy.
Thus the diagnosis of UTI depends on having the proper sample of urine.
There are several ways to obtain a urine sample, some are more accurate than others.
These methods are —


Midstream urine sample —

It is satisfactory in toilet trained children and in circumcised boys. But in young infants and boys who cannot ratract their foreskin, it is not reliable. Such samples will usually reflect periurethral and prepucial organisms and cells.

Collection in an adhesive sealed sterile collection bag after disinfection of the genitals


Is a useful technique in infants, but potential contamination from genitals and perianal area can occur.

3. Urine specimen through catheterization or indwelling catheter —

Urine specimen through a catheter is less likely to be contaminated than the voided specimens as described above. It is also less invasive than suprapubic aspiration, but it is not as sensitive as suprapubic aspiration.


A catherized specimen is reliable if the first portion of the urine that may contain urethral organisms is discarded and specimen is taken from later flow through the catheter, but it has the disadvantage of being traumatic and of potentially introducing urethral organisms into sterile bladder


Suprapubic aspiration -
Suprapubic aspiration is best method to collect urine specimen for culture.
It is the most reliable method
It can be performed safely in children and in premature infants by 21 or 22 gauge needle.
This procedure avoids any sort of contamination, however it is invasive. So it is used only in infants and selected patients.
Note:

The sensitivity of suprapubic aspiration is 99 %

The sensitivity of catherization is 95%",Pediatrics,
16f26f56-f5ab-4542-910b-eca95b907278,Estimation of the blood sugar is relevant in all except –,Birth asphyxia,Large for date baby,Baby of hypothyroid mother,Rh Incompatibility,2,multi,"ARDS (Birth asphyxia), Rh incompatibility (if causes erythroblastosis fetalis) and large for date baby of diabetic mother are prone for hypoglycemia.",Pediatrics,
b0a05a95-cb2d-4ec4-9e19-c25742e18221,APGAR acronym stands for?,"Activity, pulse pressure, grimace, appearance, rate of respiration","Appearance, pressure, grimace, MAP, hea rate","Appearance, pressure, grimace, appearance, rate of hea beat","Appearance, pulse, grimace, activity, respiration",3,single,"0 (Points) 1 2 Appearance Blue or pale all over Blue extremities, but torso pink Pink all over Pulse None <100 >100 Grimace No response Weak grimace when stimulated Cries or pulls away when stimulated Activity None Some flexion of arms Arms flexed, legs resist extension Respirations None Weak, irregular or gasping Strong cry 0-3 Critically low, 4-6 Fairly Low, 7-10 Generally Normal",Pediatrics,AIIMS 2017
5f5f1b55-68a6-4c77-a46a-97d7157a4adc,A 3 – month old infant presents with bilateral medullary nephrocalcinosis. All of the following can cause medullary nephrocalcinosis except :,Hyperoxaluria,Bartter's syndrome,Prolonged use of furosemide,ARPKD,3,multi,"Nephrocalcinosis :

Deposition of calcium in the substance of the kidney.

Causes of nephrocalcinosis :

Idiopathic hypercalciuria.
Hyperoxaluria.
Distal renal tubular acidosis.
Diuretics for preterm baby.
Bartter syndrome.
Dent's disease.
Primary hyperparathyroidism.
Familial hypomagnesemia, hypercalciuria with nephrocalcinosis.",Pediatrics,
470d2dcb-0af2-4dae-8598-208eff783a95,A neonate has central cyanosis and short systolic murmur on the 2nd day of birth. The diagnosis is –,Tetralogy of Fallot's,Transposition of great vessels,Atrial septal defect,Ventricular Septal defect,1,multi,"Out of the four options, only 1st two are cyanotic heart disease i.e. TOF & TGV.
TOF can be ruled out as it does not cause cyanosis at birth.

Nelson says - ""Often cyanosis is not present of birth, but with increasing hypertrophy of the right ventricular
infiindibulum and patient growth, Cyanosis occurs later in the 1st year of life.""

Short systolic murmur is not of much help in reaching the diagnosis as it is present in both the conditions. Transposition of great vessels 
Transposition of great vessels is defined as : -

i) Aorta arising from right ventricle.
ii)Pulmonary artery arising from the left ventricle.

Anatomically TGA is divided into :-

A) Complete variety

Right atrium is connected to right ventricle and right ventricle is connected to aorta.
Left atrium is connected to left ventricle and left ventricle is connected to pulmonary artery.
This results in complete separation of systemic and pulmonary circulation : -",Pediatrics,
72676291-2690-40d6-b2f1-30cfdb015e45,"Injection Glucagon is effective for management of persistent hypoglycemia in all, except –",Large for date baby,Galactosemia,Infant of diabetic mother,Nesidioblastosis,1,multi,"Glucagon is used to t/t hypoglycemia caused by hyperinsulinism.
Glucagon mainly acts by increasing hepatic Glycogenolysis and Gluconeogenesis
Hyperinsulinism is a feature of all the four conditions mentioned in the questions so Glucagon should have been effective in all these conditions, but it is not so. Glucagon does not have any effect on hypoglycemia in Galactosemic patients.


In Galactosemia liver is the first organ to be affected so there is no question of increased glycogenolysis and gluconeogenesis from the already damaged liver therefore Glucagon will be ineffective.",Pediatrics,
fe3802ce-0adf-40e0-a69b-1c70aec9fe94,Which of the following drugs is used for the treatment of refractory histiocytosis :,High dose methotrexate,High dose cytarabine,Cladribine,Fludrabine,2,single,"Treatment of LCH :
1. Single system disease  :

The clinical course of single system disease is usually benign with a high chance of spontaneous remission.
Therefore, treatment should be minimal and should be directed at arresting the progression of a bone lesion that could result in permanent damage before it resolve spontaneously.
Curettage or less often low dose local radiotherapy may accomplish this.

2. Multisystem disease :

It should be treated with systemic multiagent chemotherapy.
Any one, of following two should be included in regimen : 

i) Etoposide  
​ii) Vinblastin

For unresponsive disease following therapies are available :

i) Cyclosporine / antithymocyte globulin.
ii) Imatinib.
iii) 2-chlorodeoxyadenosine (Cladribine).
iv) Stem cell transplantation.",Pediatrics,
2719953f-15c7-4003-83ed-0baf2654d35a,A pregnant lady had no complaints but mild cervical lymphadenopathy in first trimester. She was prescribed spiramycin but she was noncompliant. Baby was born with hydrocephalus and intracerebral calcification. Which of these is likely cause ?,Rubella,Toxoplasmosis,CMV,Herpes,1,single,"Hydrocephalus and intracerebral calcification can occur in all the four options either commonly (Toxoplasma, CIVIV) or uncommonly (HSV, rubella). See previous explanation.
However, spiramycin in pregnancy is given for toxoplasmosis.
Acute maternal toxoplasmosis is usually asymptomatic, some patients may present with posterior cervical lymphadenopathy, fatigue, lassitude and maculopapular rash.
Spiramycin reduces the risk of congenital infection in acute toxoplasmosis during pregnancy.
As the patient was not compliant with spiramycin, baby developed congenital toxoplasmosis.",Pediatrics,
39c3bcbb-31e3-492b-86c0-0a217e856f43,A neonate presents with jaundice and clay coloured stools. Liver biopsy shows giant cells diagnosis is –,Neonatal hepatitis with physiological jaundice,Neonatal hepatitis with extrahepatic biliary atresia,Physiological jaundice,Physiological jaundice with extrahepatic biliary atresia,1,single,"Jaundice with clay coloured stools suggests cholestasis.
Both neonatal hepatitis and extrahepatic biliary atresia cause cholestasis jaundice.
""Giant cells"" are characteristics of both neonatal hepatitis and Extrahepatic Biliary Atresia.
Therefore the answer is Neonatal hepatitis with extrahepatic Biliary Atresia.
Idiopathic neonatal hepatitis
It is also referred to as giant cell hepatitis.
This type of cholestatic jaundice of unknown cause presents with features of cholestasis and a typical liver biopsy appearance.
It is characterized by -

i) Obstructive jaundice (cholestasis) ii) Giant cell transformation in liver                 Ili) Patent bile ducts

Presenting features are suggestive of intrahepatic cholestasis -


Acholic stools                          o Emesis                                o IUGR


Poor feeding                            o Prematurity                       o Poor growth",Pediatrics,
913d6913-f5de-41a9-8159-d7ac61d57c47,"A neonate on routine examination at bih was found to have hepatomegaly. Rest of the examination was essentially unremarkable. On investigations, Anti-HCMV antibodies were found to be positive. What sequelae in later life is the child at risk of?",Renal failure,Mental retardation,Hepatic fibrosis,Sensorineural hearing loss,3,multi,"Ans: D. Sensorineural hearing loss (Ref: (Ghai 8/e p272 ; Nelson 20/e p 592-1594)Positive human cytomegalovirus (HCMV) antibodies at bih - Suggestive of congenital asymptomatic CMV infection.Symptomatic child at increased risk a Develops mental retardation.Asymptomatic child is at as high as 7% risk a Develop sensorineural hearing loss.Congenital CMV infection:Characteristic signs & symptoms:Clinically manifested infections - Intrauterine growth restriction, prematurity, hepatosplenomegaly, jaundice, blueberry muffin--like rash, thrombocytopenia and purpura, microcephaly & intracranial calcifications.Neurologic problems:Chorioretinitis, sensorineural hearing loss & mild increases in cerebrospinal fluid protein.",Pediatrics,
25c67dc6-f8bd-4ef4-ac07-6ae8a02e0412,Recurrent abdominal pain in children in most often due to –,Roundworms,Emotional/behavioural problems,Amoebiasis,Giardiasis,1,single,"Chronic and recurrent abdominal pain in children 

Chronic abdominal pain is defined as recurrent or persistent bouts of abdominal pain that occur over a minimum of 3 months.
The commonest cause of chronic abdominal pain in older children is functional (non organic) that may be due to emotional or behavioral problems.

Causes of chronic and recurrent Abdominal pain",Pediatrics,
0f86c441-70a5-466d-b59f-1512fe88cbfd,A breast fed child presents with hypernatremia (Serum sodium > 170m Eq/L). His urine sodium is 70 mEq/L. Which of the following is the most likely cause –,Diabetes insipidus,Acute necrosis,Severe dehydration,Excessive intake of sodium,3,single,"The child is having hypernatremia. Serum sodium >170 rnEq/L (Normal level is 135-145 mEq/L).
Urine sodium is also very high, >70mEq/L (Normal urine sodium level in <20 mEq/L)
This combination can be seen with excessive intake of sodium.
With excessive intake of sodium there will be increase in serum sodium and excessive excretion of sodium in urine (Kidney tries to compensate for increase in serum sodium by excreting large amount of sodium).
Diabetes Insipidus      ->    Serum sodium conc. will be high but urine sodium conc. will be very low (Lack of ADH leads to defect in concentration of urine).
Acute necrosis            ->    Urine sodium conc. will be high but serum sodium conc. will be low. 
Severe dehydration    ->   Urine sodium concentration will be low.",Pediatrics,
761c3922-2330-4ccc-9fc2-64911995760b,Ponderal index is:,Square root of height in feet by weight in grams,Weight in kilograms by cube of height in meters,Mid-upper arm circumference to head circumference ratio,Head circumference to abdominal circumference ratio,1,single,Ans: B. Weight in kilograms by cube of height in meters(Ref Dafiary Manual of Obstetrics 3/e p199)Ponderal Index:Calculated by multiplying weight in grams by hundred and then dividing by cube of length in cm.Ponderal index = Bih weight (gm)/ Length (cm)3 x 100Interpretation:Usually less than 2 in asymmetric growth retardation.2 or more in babies with normal growth or symmetric growth retardation.,Pediatrics,
5900458a-b839-47eb-a745-b93e35ba2d40,Most common cause of postauricular lymphadenopathy in children :,Sore throat,Pediculosis capitis,Pulmonary Koch's,Chronic suppurative otitis media,1,single,"Posterior or Suboccipital cervical lymphadenopathy is caused by Roseola, Rubella, Scalp infections.
The lymphatic drainage of posterior scalp is to the occipital region.
Posterior or Suboccipital cervical lymphadenopathy without obvious disease or secondary infection is characteristic of lice.
Secondary pyodenna due to scratching may result in matting together of the hair and cervical and occipital lymphadenopathy.",Pediatrics,
6456df80-5db3-44f0-bc53-e3209b525d2f,"A patient presents with ascending muscle weakness for 2 days. On examination, the limb is flaccid. What investigation should be done first?",Serum potassium,Serum creatinine,Serum magnesium,Serum calcium,0,single,"Answer- A. Serum potassiumHypokalemia can cause flaccid ascending paralysis, which is a differential diagnosis for GBS. It can also cause periodic paralysis. Hypocalcemia and hypomagnesemia usually cause tetany and hypercalcemia won't cause ascending paralysis.A low serum potassium level during an attack, excluding secondary causes, establishes the diagnosis of Hypokalemic Periodic Paralysis.",Medicine,
ee55a9bc-62bb-4952-957a-1902ff5b4376,"In plasmodium vivax malaria, relapse is caused by:September 2012",Sporozoite,Schizont,Hypnozoite,Gamteocyte,2,single,"Ans: C i.e. HypnoziteMalariaIn malaria, size of RBC is increased in: VivaxInfective agent of malaria is: SporozoiteFalciparum malariaGametocytes are seen in peripheral blood smearParasitemia is highestMost virulent plasmodium speciesExo-erythrocytic stage is absentMultiple infections of RBC'sSplenic rupture is common",Medicine,
7b72d179-65aa-41e3-aeb6-98b35bf0af83,"A young donor came to the blood bank for the first time for platelet apheresis with platelet count of 1.9L. During the course he developed paresthesias, circumoral numbness during donation. His vitals remain stable though. ECG showed tachycardia with ST-T changes. What is the reason for his symptoms?",Hypovolemic shock,Hypocalcemia,Seizures,Allergic reaction,1,multi,"Ans. b. HypocalcemiaClinical findings of paresthesias, circumoral numbness and ECG showing tachycardia with ST-T changes are highly suggestive of hypocalcemia, which has been caused by extensive transfusion of citrated blood.""Citrate, commonly used to anticoagulate blood components, chelates calcium and thereby inhibits the coagulation cascade. Hypocalcemia, manifested by circumoral numbness and/or tingling sensation of the fingers and toes, may result from multiple rapid transfusions.""-H,""Transient hypocalcemia is seen with severe sepsis, burns, acute kidney injury, and extensive transfusions with citrated blood.",Medicine,
